"Status", "Booking Number", "Container #", "Seal", "Net Weight (lbs)", "VGM", "BSM NVOCC Profile ID", "NVOCC Name", "BSM Transloader Profile ID", "Transloader Name","Supplier Source Customer ID", "BSM Supplier Profile ID", "Buyer Source Customer ID", "BSM Buyer Profile ID", "Internal Sales Contract", "Sale Contract", "BSM Order ID", "Inv Number", "OBD", "Destination Port Code", "Destination Port Name", "Commodity", "Location", "Source", "SubSource"
"ACTIVE","04217008","EMCU9837438","82841","57480","57480","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EGHU9146600","82843","57600","57600","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EMCU9891275","82844","57340","57340","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","MAGU5419674","82842","57140","57140","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","DRYU9865815","93571","57780","57780","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","TCNU3850180","93572","57940","57940","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","CAAU5457431","93573","57560","57560","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","TCLU6098839","93575","57840","57840","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","TEMU7128848","93574","57780","57780","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EGHU9505064","93578","57860","57860","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EITU1893880","93579","57860","57860","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","TCNU6664975","93580","57860","57860","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EITU9039774","93581","56460","56460","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EMCU1405320","93583","57940","57940","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EGSU9119656","93589","57900","57900","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EITU1406750","93585","57940","57940","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","CAAU5879740","93586","56460","56460","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","EITU1791907","93587","57760","57760","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","GAOU6326675","93592","57840","57840","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
"ACTIVE","04217008","TLLU4027120","93588","56780","56780","","","865","Parkway Ag","232847","865","0000230843","983","","B001022-CG1-S-A-C","1188","B001022A","07-Dec-2020","TWKHH","KAOHSIUNG, TAIWAN","S","CG1","AGR","Gavilon",
