created_at,tweet_id,tweet_text,screen_name,name,account_creation_date,urls
2021-04-20 13:19:36,1384496975870107650,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",BarebackMonster,Beans,Sun Jan 17 06:17:44 +0000 2010,[]
2021-04-20 13:19:07,1384496852616171522,"@ActingTheGom I'd bring that down to 100,000.",benedictduggan,Ben Duggan,Tue Nov 01 10:02:50 +0000 2011,[]
2021-04-20 13:17:46,1384496515511734272,"@ActingTheGom €80,000 you mean!",savo01,Mac an tSabhasaigh,Sun Mar 08 17:53:42 +0000 2009,[]
2021-04-20 13:13:55,1384495547516473350,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",Lamhfada,Lamhfada,Sun Feb 22 13:08:20 +0000 2009,[]
2021-04-20 13:13:55,1384495544119201793,@ActingTheGom @mickthetaig Flat 7up....,caitrionaken,Caitriona Kenneally,Sat Nov 12 13:19:00 +0000 2016,[]
2021-04-20 13:06:03,1384493566844624897,@ActingTheGom Getting fit Ahead of the launch of his rebrand for the election. https://t.co/9EeHsUxifZ,davidintheforc1,Force Ghost David 🇰🇭,Tue Mar 03 19:43:49 +0000 2020,[]
2021-04-20 13:05:28,1384493421285437449,@ActingTheGom What attracts talent is not money alone - I would imagine the sheer bureaucratic horror of most Irish… https://t.co/M1dBilGSCG,conboy,Eve Conboy,Wed Aug 20 14:55:13 +0000 2008,"[{'url': 'https://t.co/M1dBilGSCG', 'expanded_url': 'https://twitter.com/i/web/status/1384493421285437449', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 13:02:52,1384492764297981956,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",DobsonAlan,Alan Dobson,Mon May 23 13:22:43 +0000 2011,[]
2021-04-20 13:02:25,1384492652528164867,RT @ActingTheGom: Happy 20/4,IrelandPolitico,I R I S H T W I T T E R,Mon Nov 02 19:10:20 +0000 2020,[]
2021-04-20 12:59:53,1384492015363280896,"RT @ActingTheGom: Paul Murphy:
Guards storm his house and arrest him at 7am in his home, proven innocent.

Leo Varadkar:
Given months to de…",cathymorgan2020,Cathy Morgan,Sat Feb 08 10:18:21 +0000 2020,[]
2021-04-20 12:59:34,1384491933012316160,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",carolke77851060,carol kelly,Wed Nov 21 18:52:40 +0000 2012,[]
2021-04-20 12:59:32,1384491925269409793,@ActingTheGom I appreciate your tweets.,SamDeBrun,Samantha Brown,Tue May 26 18:27:10 +0000 2009,[]
2021-04-20 12:58:55,1384491772659732482,RT @ActingTheGom: Happy 20/4,SamDeBrun,Samantha Brown,Tue May 26 18:27:10 +0000 2009,[]
2021-04-20 12:57:06,1384491314134142978,@ActingTheGom Everybody loves Jane-Mary 💚😉,Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,[]
2021-04-20 12:56:14,1384491097003548673,"@ActingTheGom All ""top level"" salaries in the public sector should be benchmarked against their equivalent in EU an… https://t.co/MP73QFjcdY",PoliticsWatch14,Politics Watch,Sat Mar 14 17:36:18 +0000 2020,"[{'url': 'https://t.co/MP73QFjcdY', 'expanded_url': 'https://twitter.com/i/web/status/1384491097003548673', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 12:45:27,1384488381170610181,"RT @ActingTheGom: And don't give the oul 'attract talent' line...

Look where that's got us so far.",paulgur,paul gurney,Mon May 17 17:07:47 +0000 2010,[]
2021-04-20 12:45:25,1384488373063012358,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",paulgur,paul gurney,Mon May 17 17:07:47 +0000 2010,[]
2021-04-20 12:45:06,1384488292658257920,@ActingTheGom That’s not true. Please be accurate when possible: https://t.co/FWsMG6UtUu,monanibreathna1,Give a foclóir,Mon Aug 03 07:37:20 +0000 2020,[]
2021-04-20 12:44:47,1384488213218213889,@ActingTheGom https://t.co/dw62telgg1,ManganIan,Ian Mangan,Thu Oct 22 09:34:34 +0000 2015,[]
2021-04-20 12:39:49,1384486963441373191,@ActingTheGom Still too expensive sir.,marty3briney,Marty briney,Thu Aug 01 14:25:27 +0000 2013,[]
2021-04-20 12:38:40,1384486676580364293,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,just_Kayyyyy,K,Sat Jun 30 16:37:00 +0000 2018,[]
2021-04-20 12:35:06,1384485778194145280,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",Wall5Damien,Damien Wall,Wed Nov 16 12:56:03 +0000 2016,[]
2021-04-20 12:34:21,1384485588141809665,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",riocard911,Riocard Ó Tiarnaigh,Mon Mar 11 15:48:42 +0000 2013,[]
2021-04-20 12:33:24,1384485348600795139,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",paulsmi03853683,paul smith,Wed Aug 19 07:25:39 +0000 2020,[]
2021-04-20 12:20:34,1384482121138454528,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",FoghornMurphy,Siobhán,Sun Jan 13 22:36:05 +0000 2019,[]
2021-04-20 12:14:51,1384480679753240576,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",camcruise,CC.,Sun Oct 04 16:33:51 +0000 2009,[]
2021-04-20 12:13:49,1384480420968861696,@ActingTheGom In Robert Watts case he was designing the job to lure himself. Some scam.,Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,[]
2021-04-20 12:13:29,1384480338345439232,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",maithmurchu,Daniel ☘️,Wed Mar 19 15:24:50 +0000 2014,[]
2021-04-20 12:12:48,1384480166982787074,@ActingTheGom We have to have high salaries so we can attract the best talent from around the World. That’s why it… https://t.co/J5CRNTkEu2,Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,"[{'url': 'https://t.co/J5CRNTkEu2', 'expanded_url': 'https://twitter.com/i/web/status/1384480166982787074', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2021-04-20 12:12:14,1384480022388486144,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",lisabu1980,Lisa,Tue Nov 25 20:51:46 +0000 2014,[]
2021-04-20 12:09:46,1384479404072579072,@ActingTheGom Attract family members and close friends.,johnd482021,johnd48,Sun Jan 17 22:42:40 +0000 2021,[]
2021-04-20 12:08:39,1384479122722680837,@ActingTheGom Let the talent go elsewhere if they can &amp; see how they do,daviddinsmore12,David Dinsmore,Thu Apr 30 11:17:35 +0000 2009,[]
2021-04-20 12:06:43,1384478635801812997,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",killawallachris,Christopher Duffy,Thu Apr 30 11:54:05 +0000 2009,[]
2021-04-20 12:05:32,1384478338413072386,@ActingTheGom He must have been gutted at the lack of “admirers”on the walk. Due to it BEING CLOSED.,voteforhilary,Hilary.0,Fri Jul 25 17:57:31 +0000 2014,[]
2021-04-20 12:05:00,1384478204379893761,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",BrianDBourke,Loki De Búrca,Fri Jun 29 08:50:25 +0000 2012,[]
2021-04-20 12:03:15,1384477762832973824,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",Sharrow_irl,Janet Ní Shúilleabháin 🇮🇪 🇪🇺🏳️‍🌈🦄,Tue Apr 15 07:51:04 +0000 2008,[]
2021-04-20 12:03:07,1384477729702154241,"@ActingTheGom 100%, article even points out comparable roles in other jurisdictions pay less, they dont seem to hav… https://t.co/F0x5HiRHM9",celticjazz,Fran Kennedy,Thu Jun 17 12:51:11 +0000 2010,"[{'url': 'https://t.co/F0x5HiRHM9', 'expanded_url': 'https://twitter.com/i/web/status/1384477729702154241', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 12:00:26,1384477053412540421,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",Old_Crone5,Old Crone5🏴‍☠️,Sat Feb 09 12:24:48 +0000 2019,[]
2021-04-20 12:00:07,1384476971833466882,"RT @ActingTheGom: And don't give the oul 'attract talent' line...

Look where that's got us so far.",Astraea1974,Jon Wallis,Sat Apr 17 23:15:10 +0000 2010,[]
2021-04-20 12:00:06,1384476967538470914,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",Astraea1974,Jon Wallis,Sat Apr 17 23:15:10 +0000 2010,[]
2021-04-20 11:59:07,1384476723635531778,"@ActingTheGom Leo chose this mate very wisely, back him up to the hills 🥳",ideksoph,Sophie,Tue Dec 07 21:19:22 +0000 2010,[]
2021-04-20 11:58:00,1384476439102300160,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",ideksoph,Sophie,Tue Dec 07 21:19:22 +0000 2010,[]
2021-04-20 11:57:40,1384476355476086787,RT @ActingTheGom: @paulreiddublin @ciaraphelan_ @HSELive This guy is paid €100k more than the US President.,angiebeeb,Angie B 🏴‍☠️,Fri Feb 04 22:11:51 +0000 2011,[]
2021-04-20 11:57:24,1384476289780752389,"RT @ActingTheGom: There shouldn't be a single public sector salary over €200k in Ireland, state or semi state (including RTE).",angiebeeb,Angie B 🏴‍☠️,Fri Feb 04 22:11:51 +0000 2011,[]
2021-04-20 11:57:06,1384476214111313925,@ActingTheGom @paulreiddublin @ciaraphelan_ @HSELive To be fair any American President is a war monger and supports… https://t.co/B7K6EMVIrj,oneillquigley,Michael O'Neill Russian Bot,Mon Nov 01 15:34:21 +0000 2010,"[{'url': 'https://t.co/B7K6EMVIrj', 'expanded_url': 'https://twitter.com/i/web/status/1384476214111313925', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 11:56:42,1384476113792081925,@ActingTheGom Why you going to Clare you fuppin baxtard?,FCTwenteBenson,Mr Frank Furter,Tue Jun 23 00:17:21 +0000 2009,[]
2021-04-20 11:54:49,1384475637952368649,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",IrelandPolitico,I R I S H T W I T T E R,Mon Nov 02 19:10:20 +0000 2020,[]
2021-04-20 11:48:29,1384474043902926849,@ActingTheGom He's definitely getting that money one way or another 😂,lisabu1980,Lisa,Tue Nov 25 20:51:46 +0000 2014,[]
2021-04-20 11:39:11,1384471705725243394,@ActingTheGom https://t.co/hr7PNSPmMV,lisabu1980,Lisa,Tue Nov 25 20:51:46 +0000 2014,"[{'url': 'https://t.co/hr7PNSPmMV', 'expanded_url': 'https://twitter.com/SeanDefoe/status/1384469726886125568?s=19', 'display_url': 'twitter.com/SeanDefoe/stat…', 'indices': [14, 37]}]"
2021-04-20 11:38:25,1384471510585253888,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,whispering01,Nuala O' Neill,Mon Jan 12 07:55:38 +0000 2009,[]
2021-04-20 11:37:08,1384471190551465987,@ActingTheGom Looks like the 81k pay rise is been waived,lisabu1980,Lisa,Tue Nov 25 20:51:46 +0000 2014,[]
2021-04-20 11:34:01,1384470405679751170,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",IrelandPolitico,I R I S H T W I T T E R,Mon Nov 02 19:10:20 +0000 2020,[]
2021-04-20 11:32:24,1384469996701503489,@ActingTheGom The first question you have to ask in Ireland is; who is he related to?,Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,[]
2021-04-20 11:32:11,1384469943467446281,@ActingTheGom Awrigh!,angiebeeb,Angie B 🏴‍☠️,Fri Feb 04 22:11:51 +0000 2011,[]
2021-04-20 11:31:36,1384469796461318148,@ActingTheGom Imagine all the secrets he must have considering he was allowed to create his own position in the fir… https://t.co/diwzLTJXNT,Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,"[{'url': 'https://t.co/diwzLTJXNT', 'expanded_url': 'https://twitter.com/i/web/status/1384469796461318148', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 11:30:26,1384469503916969986,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",donegalclaret,bren keavo,Sun Jan 16 18:46:51 +0000 2011,[]
2021-04-20 11:23:49,1384467839906508810,RT @ActingTheGom: @paulreiddublin @ciaraphelan_ @HSELive This guy is paid €100k more than the US President.,stephen_dowdall,Stephen,Mon Feb 02 10:07:01 +0000 2015,[]
2021-04-20 11:22:51,1384467593138823172,@ActingTheGom Shitttttttttttttttttttt !!!,rocklobster1897,Seánie O Súilleabháin 🏴☠,Thu May 17 11:45:58 +0000 2012,[]
2021-04-20 11:19:39,1384466790693040134,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,flahertycarmel1,Carmel🏴‍☠️,Thu Dec 08 19:55:46 +0000 2016,[]
2021-04-20 11:12:05,1384464883555594240,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",BredaLeech,Breda Leech 🏴‍☠️,Sun Jul 01 21:11:25 +0000 2012,[]
2021-04-20 11:10:46,1384464555363823620,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,BarebackMonster,Beans,Sun Jan 17 06:17:44 +0000 2010,[]
2021-04-20 11:07:37,1384463762648977412,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",johnjoechad,John Finucane,Thu Jun 24 12:45:53 +0000 2010,[]
2021-04-20 11:03:53,1384462821308702720,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",Sarklor,Ciaránavirus,Sat Sep 01 00:04:43 +0000 2012,[]
2021-04-20 11:02:27,1384462459759734785,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",Paula_Dubly,Paula,Thu Sep 27 21:33:20 +0000 2012,[]
2021-04-20 10:56:12,1384460886975270916,@ActingTheGom I'm sure given the seriousness of the investigation &amp; wrongdoing and the level of coverage given to t… https://t.co/g32cRWDTrc,rfwalsh86,Roibeárd Breathnach 🇮🇪,Thu Aug 05 19:14:28 +0000 2010,"[{'url': 'https://t.co/g32cRWDTrc', 'expanded_url': 'https://twitter.com/i/web/status/1384460886975270916', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]"
2021-04-20 10:52:44,1384460016283836425,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",FeboMary,🏴‍☠️,Wed Sep 09 17:18:25 +0000 2020,[]
2021-04-20 10:52:36,1384459980699545600,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",maithmurchu,Daniel ☘️,Wed Mar 19 15:24:50 +0000 2014,[]
2021-04-20 10:50:24,1384459430188748802,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",BrianDBourke,Loki De Búrca,Fri Jun 29 08:50:25 +0000 2012,[]
2021-04-20 10:44:58,1384458063562694657,RT @ActingTheGom: This app this day. https://t.co/8HUXkGL6kD,superherofbmx,Ben,Sun Mar 24 18:26:16 +0000 2013,[]
2021-04-20 10:41:37,1384457217718595584,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",linny55,DJLinehan65,Thu Sep 30 10:50:32 +0000 2010,[]
2021-04-20 10:39:07,1384456588245667850,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",turboWagon616,Above Us Only Sky #FSGOut,Tue May 19 17:29:52 +0000 2009,[]
2021-04-20 10:38:04,1384456324893667334,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",verondebrun,Veronica De Brún,Mon May 11 23:44:13 +0000 2015,[]
2021-04-20 10:37:49,1384456262969028609,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,verondebrun,Veronica De Brún,Mon May 11 23:44:13 +0000 2015,[]
2021-04-20 10:37:41,1384456226709282818,@ActingTheGom Or families with autistic children's information being shared so the State can monitor family backgro… https://t.co/isooY1lXO9,seangclancy,Sean Clancy,Wed Jul 31 20:53:04 +0000 2013,"[{'url': 'https://t.co/isooY1lXO9', 'expanded_url': 'https://twitter.com/i/web/status/1384456226709282818', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 10:35:21,1384455641180217344,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",PaulCurlyd,Curlydonnelly,Thu Sep 27 22:03:16 +0000 2012,[]
2021-04-20 10:34:05,1384455321284866056,"RT @ActingTheGom: Has to be said, this Political Editor of this publication has tweeted  exactly zero times about the Gardaí investigation…",TrumanKelly,Ned Kelly 🏴‍☠️,Wed Jul 25 19:37:12 +0000 2012,[]
2021-04-20 10:33:51,1384455262442954753,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",horseman095,George Eyers,Sat Apr 21 12:12:24 +0000 2018,[]
2021-04-20 10:32:46,1384454989607694344,RT @paulgur: @ActingTheGom Between him and his failing health minister its like Dumb and Dumber.Varadkar must go to sleep killing himself l…,horseman095,George Eyers,Sat Apr 21 12:12:24 +0000 2018,[]
2021-04-20 10:32:02,1384454807285501959,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,PaulaScanlon7,Paula,Mon Oct 26 17:58:39 +0000 2020,[]
2021-04-20 10:24:15,1384452847761199117,"@ActingTheGom That's why it's so expensive to live in Ireland. So many people getting over the top salaries, which… https://t.co/7zyT3FmdkI",evelynharte,The Harte Files,Fri Mar 23 22:00:39 +0000 2012,"[{'url': 'https://t.co/7zyT3FmdkI', 'expanded_url': 'https://twitter.com/i/web/status/1384452847761199117', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2021-04-20 10:23:47,1384452729284743169,"@ActingTheGom True, just want to have a sit, a chat, a bit of a stare off into the distance, and then food. lots and lots of food.",kalak,Nicola Ni Caomhanach,Sat Sep 27 18:03:30 +0000 2008,[]
2021-04-20 10:22:24,1384452380507316225,"RT @ActingTheGom: Paul Reid salary - €420,000  , we get empty tweets.

US presidents salary - €330,000 , they get: https://t.co/h2QgShhTWH…",evelynharte,The Harte Files,Fri Mar 23 22:00:39 +0000 2012,"[{'url': 'https://t.co/h2QgShhTWH', 'expanded_url': 'https://twitter.com/paulreiddublin/status/1384429943057227776', 'display_url': 'twitter.com/paulreiddublin…', 'indices': [115, 138]}]"
2021-04-20 10:18:49,1384451481714135042,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",AntoinBeag,Minister for the gays,Tue Sep 01 14:15:41 +0000 2015,[]
2021-04-20 10:10:37,1384449418078957571,@ActingTheGom But sure what harm does a pint do on a Saturday night with lads boxing the heads off each other in th… https://t.co/7HjGM7TqhR,mulvanypeopleb1,Bernard Mulvany PBP DBN👩🏼‍🦽🛗,Tue Oct 02 06:53:27 +0000 2018,"[{'url': 'https://t.co/7HjGM7TqhR', 'expanded_url': 'https://twitter.com/i/web/status/1384449418078957571', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 10:10:05,1384449284699869192,@ActingTheGom @BrianDBourke Plenty of people like a pint and a joint.,gtmag10,Gtmag10,Mon Mar 15 10:47:56 +0000 2021,[]
2021-04-20 10:09:55,1384449240815083521,"@ActingTheGom As a constituent of Cork East and local to the area, I'm impressed to be honest. David Stanton hasn't… https://t.co/eLqLrwGwnN",Krisikins,Kris ♥s Vaccines,Tue May 19 15:37:51 +0000 2009,"[{'url': 'https://t.co/eLqLrwGwnN', 'expanded_url': 'https://twitter.com/i/web/status/1384449240815083521', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 10:09:19,1384449089375404032,"RT @ActingTheGom: Also, stoned people don't try glass each other.",johnjoechad,John Finucane,Thu Jun 24 12:45:53 +0000 2010,[]
2021-04-20 10:09:13,1384449065740427265,RT @ActingTheGom: Source: worked behind the bar for years...you've no idea of the horrors you see sometimes.,johnjoechad,John Finucane,Thu Jun 24 12:45:53 +0000 2010,[]
2021-04-20 10:09:06,1384449036527161346,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,johnjoechad,John Finucane,Thu Jun 24 12:45:53 +0000 2010,[]
2021-04-20 10:08:42,1384448935041843201,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,Outlivetheghost,Matthew,Thu Nov 08 18:42:19 +0000 2012,[]
2021-04-20 10:06:46,1384448446686498816,@ActingTheGom Alcohol and pharma giants spend big money to keep the politicians onside; pols play on primitive cult… https://t.co/GocDmfE28D,PlainLincoln,Plain Lincoln,Tue Dec 29 18:28:04 +0000 2015,"[{'url': 'https://t.co/GocDmfE28D', 'expanded_url': 'https://twitter.com/i/web/status/1384448446686498816', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 10:06:04,1384448273642147841,@ActingTheGom Can’t do much damage throwing a joint at someone,Ant_if4,Marcos,Fri Aug 23 01:36:42 +0000 2013,[]
2021-04-20 10:04:58,1384447994519506944,"@ActingTheGom I worked in a night club in Galway, and the nights when everybody was loved up were never a problem either",o_reachtaire,Marc O'Reachtaire,Tue Jun 19 15:21:58 +0000 2012,[]
2021-04-20 10:04:07,1384447782359113729,"@ActingTheGom Appears so, fascinating indeed.",SamDeBrun,Samantha Brown,Tue May 26 18:27:10 +0000 2009,[]
2021-04-20 10:03:37,1384447656597073922,@ActingTheGom I remember a place I worked at where a dude literally grabbed a womans breast. In front of her mother… https://t.co/hnHykSwUkD,adhamhocaoimh,Whiskey Priest,Wed Mar 30 15:41:02 +0000 2016,"[{'url': 'https://t.co/hnHykSwUkD', 'expanded_url': 'https://twitter.com/i/web/status/1384447656597073922', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2021-04-20 10:03:04,1384447518092808195,"RT @ActingTheGom: Also, stoned people don't try glass each other.",BrianDBourke,Loki De Búrca,Fri Jun 29 08:50:25 +0000 2012,[]
2021-04-20 10:02:57,1384447488539639808,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,BrianDBourke,Loki De Búrca,Fri Jun 29 08:50:25 +0000 2012,[]
2021-04-20 09:58:56,1384446477456617472,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,NatalieORegan1,Natalie O'Regan #CannabisReformIreland,Sat Sep 24 11:13:25 +0000 2016,[]
2021-04-20 09:58:48,1384446441821724672,RT @ActingTheGom: People against legalization of #Cannabis but not against drinking so much they piss themselves regularly or fill a pint g…,DDIFreeman,その男、凶暴につき,Tue Apr 02 11:33:54 +0000 2013,[]
2021-04-20 09:54:22,1384445326573060096,RT @ActingTheGom: @paulreiddublin @ciaraphelan_ @HSELive This guy is paid €100k more than the US President.,flahertycarmel1,Carmel🏴‍☠️,Thu Dec 08 19:55:46 +0000 2016,[]
2021-04-20 09:50:57,1384444467608969217,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",blueswannabe,Antóin,Tue Oct 06 14:23:22 +0000 2009,[]
2021-04-20 09:49:46,1384444168370589702,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",dw00dz,David,Sun Jan 10 12:55:53 +0000 2010,[]
2021-04-20 09:46:18,1384443296441831424,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",Jimbof6,Jimbof,Sat Mar 16 13:23:43 +0000 2019,[]
2021-04-20 09:39:21,1384441547081588736,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",flahertycarmel1,Carmel🏴‍☠️,Thu Dec 08 19:55:46 +0000 2016,[]
2021-04-20 09:37:49,1384441160756830208,@ActingTheGom Well it's genius if you did 🤣🤣 I got sent it by my brother in New Zealand 🤷🤣,rfwalsh86,Roibeárd Breathnach 🇮🇪,Thu Aug 05 19:14:28 +0000 2010,[]
2021-04-20 09:36:28,1384440823832514560,"RT @ActingTheGom: Paul Reid salary - €420,000  , we get empty tweets.

US presidents salary - €330,000 , they get: https://t.co/HqeB6HKOXV",jimscanlon63,Jim Scanlon,Sun May 25 12:07:32 +0000 2014,[]
2021-04-20 09:35:12,1384440505807822848,@ActingTheGom This 'touching' business is all rather unsavoury...,jamesdecay,jamesdecay,Wed Oct 03 19:28:48 +0000 2018,[]
2021-04-20 09:31:12,1384439497836974083,@McDonaghDJ @ActingTheGom @paulreiddublin @ciaraphelan_ @HSELive https://t.co/9q0elT81Ze,gavinob1,gavin o`byrne,Sun May 24 23:48:55 +0000 2009,[]
2021-04-20 09:30:01,1384439201693945858,@ActingTheGom @Revolution_IRL He like Mr burns,MackerRonald,RonaldMacker,Mon Feb 22 12:28:36 +0000 2021,[]
2021-04-20 09:26:26,1384438298052112384,"@ActingTheGom Could be today, he seems mad for the streaming at the moment!",ACardent,AntyDelica,Mon May 09 07:32:54 +0000 2011,[]
2021-04-20 09:26:02,1384438197040603136,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",Revolution_IRL,Réabhlóid 🏴‍☠️🐊,Tue May 01 23:23:57 +0000 2012,[]
2021-04-20 09:17:53,1384436144688050176,@ActingTheGom @paulreiddublin @ciaraphelan_ @HSELive What's his salary got to do with the tweet you're commenting on?,McDonaghDJ,David J McDonagh,Thu Mar 17 17:07:08 +0000 2011,[]
2021-04-20 09:17:23,1384436021639536640,"RT @ActingTheGom: Man has no touch with the people.

PR team advise him try touch the people.

Man ends up exposing privilege even more.

-…",davecarroll01,🏴‍☠️ DaveC @WeCanBeZero,Mon Dec 05 10:18:57 +0000 2011,[]
2021-04-20 09:13:13,1384434970995924993,"RT @ActingTheGom: Paul Reid salary - €420,000  , we get empty tweets.

US presidents salary - €330,000 , they get: https://t.co/HqeB6HKOXV",PaulaScanlon7,Paula,Mon Oct 26 17:58:39 +0000 2020,[]
2021-04-20 09:12:15,1384434728149868544,"@ActingTheGom @HealOwls @paulreiddublin @ciaraphelan_ @HSELive Yeah but as bad as the US might be, imagine what a clusterfuck the HSE is...",Artugal3,Finnleikr / MacBethad,Mon Aug 08 20:49:21 +0000 2016,[]
2021-04-20 09:09:40,1384434078859120640,RT @ActingTheGom: @paulreiddublin @ciaraphelan_ @HSELive This guy is paid €100k more than the US President.,HealOwls,Heal Owls,Mon Jan 28 22:17:09 +0000 2013,[]
